fecha,hotel,ciudad,categoria_hotel,rating_usuario,review,motivo_viaje,procedencia
2025-12-18,Resort Laguna Azul,Villa Carlos Paz,5,4,"La mejor estadía que tuvimos en mucho tiempo, totalmente recomendable.",Familia,Argentina
2025-12-19,Gran Hotel Andes,Bariloche,5,5,"Muy limpio, silencioso y con un check-in rapidísimo, encantados.",Pareja,Brasil
2025-12-19,Hotel Faro Viejo,Puerto Madryn,3,3,"Es un hotel funcional, no lo elegiría de nuevo pero tampoco fue malo.",Pareja,España
2025-12-19,Hotel Costa Azul,Mar del Plata,3,4,"Habitación impecable, muy cómoda y con una vista hermosa.",Pareja,México
2025-12-19,Boutique Palermo Suites,Buenos Aires,4,5,"Nada especial la verdad, hotel de paso, pero cumplió y no tenemos grandes quejas.",Amigos,México
2025-12-19,Hotel Río Claro,Mendoza,4,1,"El personal fue muy poco atento, tuvimos que reclamar varias veces.",Amigos,México
2025-12-19,Hotel Central Plaza,Córdoba,3,2,"El desayuno es de lo mejor que probamos en la zona, amplio y muy rico, aunque el resto dejó bastante que desear.",Solo,Colombia
2025-12-20,Boutique Palermo Suites,Buenos Aires,4,4,"Habitación impecable, muy cómoda y con una vista hermosa.",Negocios,Chile
2025-12-20,Hotel Río Claro,Mendoza,4,4,"Muy limpio, silencioso y con un check-in rapidísimo, encantados.",Familia,España
2025-12-21,Hotel Central Plaza,Córdoba,3,4,"Ubicación inmejorable, a pocos metros de todo lo que queríamos visitar.",Negocios,Brasil
2025-12-22,Hostal Las Termas,Termas de Río Hondo,2,1,"Ruido insoportable desde la calle, no pude dormir ninguna noche.",Familia,Chile
2025-12-22,Hostal Las Termas,Termas de Río Hondo,2,2,El desayuno era muy pobre para lo que costaba la habitación.,Pareja,Chile
2025-12-22,Hostal Las Termas,Termas de Río Hondo,2,5,"La mejor estadía que tuvimos en mucho tiempo, totalmente recomendable.",Negocios,Chile
2025-12-22,Hotel Río Claro,Mendoza,4,4,"El spa y la pileta fueron un lujo, superó lo que esperábamos.",Solo,México
2025-12-23,Hostal Las Termas,Termas de Río Hondo,2,3,"Cumple lo básico, nada memorable pero tampoco hubo problemas graves.",Amigos,Uruguay
2025-12-23,Hotel Río Claro,Mendoza,4,5,"El spa y la pileta fueron un lujo, superó lo que esperábamos.",Familia,Brasil
2025-12-23,Hotel Central Plaza,Córdoba,3,2,Cobraron cargos que no estaban avisados al momento de reservar.,Amigos,Brasil
2025-12-23,Gran Hotel Andes,Bariloche,5,4,"Ubicación inmejorable, a pocos metros de todo lo que queríamos visitar.",Solo,Chile
2025-12-23,Cabañas del Bosque,El Calafate,4,1,El aire acondicionado no funcionaba y hacía muchísimo calor.,Solo,Colombia
2025-12-23,Hostal Las Termas,Termas de Río Hondo,2,1,"Muy buena ubicación y personal amable, el problema fue solo el ruido de la calle que no nos dejó dormir.",Familia,Uruguay
2025-12-23,Boutique Palermo Suites,Buenos Aires,4,4,"Muy limpio, silencioso y con un check-in rapidísimo, encantados.",Pareja,Brasil
2025-12-24,Hotel Faro Viejo,Puerto Madryn,3,5,"Muy limpio, silencioso y con un check-in rapidísimo, encantados.",Negocios,España
2025-12-25,Gran Hotel Andes,Bariloche,5,5,"La mejor estadía que tuvimos en mucho tiempo, totalmente recomendable.",Solo,Colombia
2025-12-25,Resort Laguna Azul,Villa Carlos Paz,5,4,"Muy limpio, silencioso y con un check-in rapidísimo, encantados.",Pareja,Colombia
2025-12-25,Boutique Palermo Suites,Buenos Aires,4,2,Cobraron cargos que no estaban avisados al momento de reservar.,Amigos,Argentina
2025-12-25,Cabañas del Bosque,El Calafate,4,5,"El desayuno fue espectacular, variedad y muy buena calidad.",Familia,Uruguay
2025-12-26,Gran Hotel Andes,Bariloche,5,4,"Habitación impecable, muy cómoda y con una vista hermosa.",Pareja,España
2025-12-26,Hotel Río Claro,Mendoza,4,4,"Ubicación inmejorable, a pocos metros de todo lo que queríamos visitar.",Solo,Colombia
2025-12-27,Hotel Río Claro,Mendoza,4,2,El desayuno era muy pobre para lo que costaba la habitación.,Familia,Argentina
2025-12-27,Cabañas del Bosque,El Calafate,4,3,"El desayuno estuvo bien, la atención fue normal, sin sorpresas.",Amigos,Argentina
2025-12-27,Hotel Central Plaza,Córdoba,3,5,"Ubicación inmejorable, a pocos metros de todo lo que queríamos visitar.",Pareja,Argentina
2025-12-27,Hotel Faro Viejo,Puerto Madryn,3,4,"Cobraron un cargo extra no avisado al momento de pagar, algo que nos dejó bastante mal sabor de boca.",Solo,Colombia
2025-12-28,Posada del Sol,Salta,3,5,"Excelente atención del personal, superó todas nuestras expectativas.",Solo,Chile
2025-12-29,Hotel Río Claro,Mendoza,4,4,"Ubicación inmejorable, a pocos metros de todo lo que queríamos visitar.",Negocios,Brasil
2025-12-29,Posada del Sol,Salta,3,4,"Ubicación inmejorable, a pocos metros de todo lo que queríamos visitar.",Amigos,México
2025-12-29,Resort Laguna Azul,Villa Carlos Paz,5,2,"La habitación no se parecía en nada a las fotos, una decepción.",Familia,Brasil
2025-12-29,Hotel Faro Viejo,Puerto Madryn,3,4,"El desayuno fue espectacular, variedad y muy buena calidad.",Negocios,Colombia
2025-12-30,Hostal Las Termas,Termas de Río Hondo,2,5,"Ubicación inmejorable, a pocos metros de todo lo que queríamos visitar.",Amigos,España
2025-12-30,Cabañas del Bosque,El Calafate,4,5,"Excelente atención del personal, superó todas nuestras expectativas.",Familia,Uruguay
2025-12-31,Hotel Costa Azul,Mar del Plata,3,4,"Excelente atención del personal, superó todas nuestras expectativas.",Negocios,Colombia
2025-12-31,Gran Hotel Andes,Bariloche,5,3,"Cumple lo básico, nada memorable pero tampoco hubo problemas graves.",Negocios,Brasil
2025-12-31,Hostal Las Termas,Termas de Río Hondo,2,2,La pileta estaba cerrada todo el fin de semana sin previo aviso.,Solo,España
2025-12-31,Posada del Sol,Salta,3,4,"Muy limpio, silencioso y con un check-in rapidísimo, encantados.",Familia,Brasil
2025-12-31,Hotel Río Claro,Mendoza,4,5,"El desayuno fue espectacular, variedad y muy buena calidad.",Pareja,Argentina
2026-01-01,Hotel Central Plaza,Córdoba,3,4,"Volveríamos sin dudarlo, todo el personal fue muy amable y atento.",Solo,México
2026-01-01,Boutique Palermo Suites,Buenos Aires,4,4,"Ubicación inmejorable, a pocos metros de todo lo que queríamos visitar.",Solo,Argentina
2026-01-01,Boutique Palermo Suites,Buenos Aires,4,5,"La mejor estadía que tuvimos en mucho tiempo, totalmente recomendable.",Solo,Chile
2026-01-01,Cabañas del Bosque,El Calafate,4,5,"La mejor estadía que tuvimos en mucho tiempo, totalmente recomendable.",Amigos,Uruguay
2026-01-01,Hotel Central Plaza,Córdoba,3,4,"Muy limpio, silencioso y con un check-in rapidísimo, encantados.",Solo,Uruguay
2026-01-02,Cabañas del Bosque,El Calafate,4,1,"Habitación sucia y con olor a humedad, no lo recomiendo.",Familia,Argentina
2026-01-02,Posada del Sol,Salta,3,3,"Cumple lo básico, nada memorable pero tampoco hubo problemas graves.",Solo,Argentina
2026-01-02,Resort Laguna Azul,Villa Carlos Paz,5,5,"La mejor estadía que tuvimos en mucho tiempo, totalmente recomendable.",Familia,México
2026-01-02,Hotel Central Plaza,Córdoba,3,3,"La habitación era correcta, el check-in tardó más de lo normal.",Amigos,Argentina
2026-01-02,Hotel Central Plaza,Córdoba,3,5,"Volveríamos sin dudarlo, todo el personal fue muy amable y atento.",Negocios,Argentina
2026-01-02,Hotel Río Claro,Mendoza,4,4,"Habitación impecable, muy cómoda y con una vista hermosa.",Solo,Argentina
2026-01-03,Hotel Faro Viejo,Puerto Madryn,3,4,"Cobraron un cargo extra no avisado al momento de pagar, algo que nos dejó bastante mal sabor de boca.",Amigos,España
2026-01-03,Resort Laguna Azul,Villa Carlos Paz,5,2,El aire acondicionado no funcionaba y hacía muchísimo calor.,Solo,Brasil
2026-01-03,Resort Laguna Azul,Villa Carlos Paz,5,4,"Habitación impecable, muy cómoda y con una vista hermosa.",Familia,Colombia
2026-01-03,Hotel Costa Azul,Mar del Plata,3,3,"Ubicación correcta, aunque la habitación era más chica de lo esperado.",Familia,Argentina
2026-01-04,Boutique Palermo Suites,Buenos Aires,4,1,"El personal fue muy poco atento, tuvimos que reclamar varias veces.",Pareja,Uruguay
2026-01-04,Hotel Costa Azul,Mar del Plata,3,3,"Todo dentro de lo esperado para el precio, ni mejor ni peor.",Negocios,Argentina
2026-01-04,Hotel Costa Azul,Mar del Plata,3,2,El desayuno era muy pobre para lo que costaba la habitación.,Amigos,México
2026-01-04,Hotel Faro Viejo,Puerto Madryn,3,5,"La mejor estadía que tuvimos en mucho tiempo, totalmente recomendable.",Pareja,Argentina
2026-01-04,Boutique Palermo Suites,Buenos Aires,4,2,"Habitación cómoda, buena vista, buen desayuno, la verdad no tenemos ninguna queja del hotel.",Amigos,Chile
2026-01-05,Hostal Las Termas,Termas de Río Hondo,2,4,"Volveríamos sin dudarlo, todo el personal fue muy amable y atento.",Negocios,Chile
2026-01-05,Hotel Costa Azul,Mar del Plata,3,5,"Habitación impecable, muy cómoda y con una vista hermosa.",Familia,Colombia
2026-01-05,Hostal Las Termas,Termas de Río Hondo,2,5,"La pileta estuvo cerrada los tres días que estuvimos, una lástima porque era justo lo que buscábamos.",Amigos,México
2026-01-06,Hostal Las Termas,Termas de Río Hondo,2,5,"Habitación impecable, muy cómoda y con una vista hermosa.",Amigos,España
2026-01-06,Hotel Río Claro,Mendoza,4,4,"La mejor estadía que tuvimos en mucho tiempo, totalmente recomendable.",Familia,España
2026-01-06,Posada del Sol,Salta,3,5,"El spa y la pileta fueron un lujo, superó lo que esperábamos.",Amigos,México
2026-01-07,Hotel Faro Viejo,Puerto Madryn,3,4,"Ubicación inmejorable, a pocos metros de todo lo que queríamos visitar.",Amigos,Uruguay
2026-01-07,Hotel Río Claro,Mendoza,4,4,"El desayuno fue espectacular, variedad y muy buena calidad.",Familia,Argentina
2026-01-07,Cabañas del Bosque,El Calafate,4,1,El aire acondicionado no funcionaba y hacía muchísimo calor.,Solo,Argentina
2026-01-07,Hotel Faro Viejo,Puerto Madryn,3,4,"La mejor estadía que tuvimos en mucho tiempo, totalmente recomendable.",Amigos,Uruguay
2026-01-07,Hotel Costa Azul,Mar del Plata,3,3,"El desayuno estuvo bien, la atención fue normal, sin sorpresas.",Solo,Colombia
2026-01-08,Boutique Palermo Suites,Buenos Aires,4,3,"La habitación era correcta, el check-in tardó más de lo normal.",Familia,Chile
2026-01-09,Cabañas del Bosque,El Calafate,4,3,"El desayuno estuvo bien, la atención fue normal, sin sorpresas.",Amigos,México
2026-01-09,Hotel Costa Azul,Mar del Plata,3,4,"Ubicación inmejorable, a pocos metros de todo lo que queríamos visitar.",Familia,México
2026-01-09,Gran Hotel Andes,Bariloche,5,4,"La mejor estadía que tuvimos en mucho tiempo, totalmente recomendable.",Amigos,Colombia
2026-01-09,Hotel Río Claro,Mendoza,4,4,"Habitación impecable, muy cómoda y con una vista hermosa.",Amigos,Colombia
2026-01-10,Resort Laguna Azul,Villa Carlos Paz,5,5,"Muy limpio, silencioso y con un check-in rapidísimo, encantados.",Pareja,Colombia
2026-01-10,Hotel Faro Viejo,Puerto Madryn,3,4,"Excelente atención del personal, superó todas nuestras expectativas.",Familia,Uruguay
2026-01-10,Gran Hotel Andes,Bariloche,5,2,"El desayuno es de lo mejor que probamos en la zona, amplio y muy rico, aunque el resto dejó bastante que desear.",Amigos,Chile
2026-01-11,Cabañas del Bosque,El Calafate,4,3,"Cumple lo básico, nada memorable pero tampoco hubo problemas graves.",Familia,Uruguay
2026-01-11,Boutique Palermo Suites,Buenos Aires,4,3,"El desayuno estuvo bien, la atención fue normal, sin sorpresas.",Solo,Chile
2026-01-12,Hotel Río Claro,Mendoza,4,1,"Ruido insoportable desde la calle, no pude dormir ninguna noche.",Amigos,Argentina
2026-01-12,Hotel Río Claro,Mendoza,4,3,"Todo dentro de lo esperado para el precio, ni mejor ni peor.",Familia,México
2026-01-12,Hotel Río Claro,Mendoza,4,3,"Espectacular en todo sentido, la mejor estadía en años, sin ninguna duda volveríamos.",Familia,México
2026-01-12,Boutique Palermo Suites,Buenos Aires,4,3,"Es un hotel funcional, no lo elegiría de nuevo pero tampoco fue malo.",Pareja,España
2026-01-12,Posada del Sol,Salta,3,4,"Habitación impecable, muy cómoda y con una vista hermosa.",Familia,España
2026-01-12,Cabañas del Bosque,El Calafate,4,3,"Cumple lo básico, nada memorable pero tampoco hubo problemas graves.",Amigos,Brasil
2026-01-13,Hotel Costa Azul,Mar del Plata,3,4,"El spa y la pileta fueron un lujo, superó lo que esperábamos.",Solo,España
2026-01-13,Hostal Las Termas,Termas de Río Hondo,2,4,"Ubicación inmejorable, a pocos metros de todo lo que queríamos visitar.",Amigos,Chile
2026-01-14,Hostal Las Termas,Termas de Río Hondo,2,5,"Habitación impecable, muy cómoda y con una vista hermosa.",Solo,España
2026-01-15,Hotel Costa Azul,Mar del Plata,3,4,"La mejor estadía que tuvimos en mucho tiempo, totalmente recomendable.",Familia,México
2026-01-15,Boutique Palermo Suites,Buenos Aires,4,2,"Ruido insoportable desde la calle, no pude dormir ninguna noche.",Solo,Argentina
2026-01-16,Posada del Sol,Salta,3,3,"Ubicación correcta, aunque la habitación era más chica de lo esperado.",Amigos,Brasil
2026-01-16,Hotel Río Claro,Mendoza,4,4,"El desayuno fue espectacular, variedad y muy buena calidad.",Solo,México
2026-01-16,Cabañas del Bosque,El Calafate,4,3,"La habitación era correcta, el check-in tardó más de lo normal.",Solo,Uruguay
2026-01-16,Resort Laguna Azul,Villa Carlos Paz,5,3,"El desayuno estuvo bien, la atención fue normal, sin sorpresas.",Solo,México
2026-01-16,Hostal Las Termas,Termas de Río Hondo,2,2,El desayuno era muy pobre para lo que costaba la habitación.,Amigos,Chile
2026-01-17,Hotel Faro Viejo,Puerto Madryn,3,4,"Excelente atención del personal, superó todas nuestras expectativas.",Familia,Argentina
2026-01-17,Hotel Central Plaza,Córdoba,3,5,"Habitación impecable, muy cómoda y con una vista hermosa.",Familia,Brasil
2026-01-17,Cabañas del Bosque,El Calafate,4,4,"El spa y la pileta fueron un lujo, superó lo que esperábamos.",Negocios,Colombia
2026-01-17,Boutique Palermo Suites,Buenos Aires,4,4,"La mejor estadía que tuvimos en mucho tiempo, totalmente recomendable.",Solo,Chile
2026-01-18,Posada del Sol,Salta,3,5,"Muy limpio, silencioso y con un check-in rapidísimo, encantados.",Solo,México
2026-01-19,Gran Hotel Andes,Bariloche,5,2,"La habitación no se parecía en nada a las fotos, una decepción.",Familia,Uruguay
2026-01-20,Posada del Sol,Salta,3,5,"La pileta estuvo cerrada los tres días que estuvimos, una lástima porque era justo lo que buscábamos.",Amigos,Colombia
2026-01-20,Hostal Las Termas,Termas de Río Hondo,2,4,"Volveríamos sin dudarlo, todo el personal fue muy amable y atento.",Solo,Brasil
2026-01-21,Hotel Faro Viejo,Puerto Madryn,3,4,"Volveríamos sin dudarlo, todo el personal fue muy amable y atento.",Solo,Colombia
2026-01-21,Boutique Palermo Suites,Buenos Aires,4,5,"Habitación impecable, muy cómoda y con una vista hermosa.",Solo,Chile
2026-01-22,Hotel Faro Viejo,Puerto Madryn,3,4,"El spa y la pileta fueron un lujo, superó lo que esperábamos.",Amigos,Brasil
2026-01-23,Hotel Costa Azul,Mar del Plata,3,4,"Excelente atención del personal, superó todas nuestras expectativas.",Solo,Argentina
2026-01-23,Hotel Faro Viejo,Puerto Madryn,3,5,"Bueno, cumple, nada que destacar pero no tuvimos problemas graves así que le pongo 5.",Solo,Argentina
2026-01-23,Hotel Río Claro,Mendoza,4,2,"Habitación sucia y con olor a humedad, no lo recomiendo.",Negocios,Colombia
2026-01-23,Hotel Río Claro,Mendoza,4,5,"El spa y la pileta fueron un lujo, superó lo que esperábamos.",Solo,Brasil
2026-01-24,Gran Hotel Andes,Bariloche,5,5,"El desayuno fue espectacular, variedad y muy buena calidad.",Pareja,Colombia
2026-01-25,Boutique Palermo Suites,Buenos Aires,4,3,"La habitación era correcta, el check-in tardó más de lo normal.",Familia,Colombia
2026-01-26,Hotel Río Claro,Mendoza,4,4,"El spa y la pileta fueron un lujo, superó lo que esperábamos.",Pareja,México
2026-01-27,Gran Hotel Andes,Bariloche,5,3,"Ubicación correcta, aunque la habitación era más chica de lo esperado.",Solo,Chile
2026-01-27,Hotel Central Plaza,Córdoba,3,1,"Habitación sucia y con olor a humedad, no lo recomiendo.",Amigos,Brasil
2026-01-27,Hotel Costa Azul,Mar del Plata,3,5,"El spa y la pileta fueron un lujo, superó lo que esperábamos.",Negocios,Colombia
2026-01-28,Hostal Las Termas,Termas de Río Hondo,2,5,"Muy limpio, silencioso y con un check-in rapidísimo, encantados.",Pareja,Colombia
2026-01-28,Boutique Palermo Suites,Buenos Aires,4,2,"Habitación sucia y con olor a humedad, no lo recomiendo.",Amigos,Brasil
2026-01-28,Hotel Faro Viejo,Puerto Madryn,3,4,"Ubicación inmejorable, a pocos metros de todo lo que queríamos visitar.",Familia,Uruguay
2026-01-28,Cabañas del Bosque,El Calafate,4,2,"Tardaron horas en darnos la llave, pésima organización en recepción.",Amigos,Argentina
2026-01-28,Cabañas del Bosque,El Calafate,4,5,"Habitación impecable, muy cómoda y con una vista hermosa.",Familia,México
2026-01-28,Hostal Las Termas,Termas de Río Hondo,2,4,"Excelente atención del personal, superó todas nuestras expectativas.",Solo,Chile
2026-01-29,Gran Hotel Andes,Bariloche,5,4,"Habitación impecable, muy cómoda y con una vista hermosa.",Solo,Brasil
2026-01-30,Resort Laguna Azul,Villa Carlos Paz,5,1,Wifi prácticamente inexistente durante toda la estadía.,Familia,Brasil
2026-01-30,Boutique Palermo Suites,Buenos Aires,4,4,"El desayuno fue espectacular, variedad y muy buena calidad.",Amigos,Colombia
2026-01-30,Gran Hotel Andes,Bariloche,5,5,"Excelente atención del personal, superó todas nuestras expectativas.",Familia,Chile
